7,5,"2","7_2","5_2","Rotoiti","Reef",54730,-38.0222760864304,176.348643537609,150,"Sandy",2025-07-16 10:38:00,"Sunny",NA,0,0,NA,267.55142706579,1689.68543182272,1687.01869857311,0.0118552331500037,3700,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,10.77,98.2,117.1,158.8,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0,0,3,0,0,0,0,2.25,0.5,0,0,0.75,0,0,0,0,91,0.5,0,0,10.25,0,0,0,0,364,2,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.25,2,NA,NA,13.6666666666667,NA,NA,NA,NA,9,2,NA,NA,3,NA,NA,NA,NA,364,2,NA,NA,41,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2,NA,NA,9,NA,NA,NA,NA,263,2,NA,NA,19,NA,NA,NA,NA,3,3,1,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.018687996004486,5,"5_2",2025-07-16,"10:38:00",2025,"Jul",16,"Winter",1752662280,"2 Winter","Sandy",0
8,6,"2","8_2","6_2","Rotoiti","Control",54730,-38.0218725085535,176.348304238168,150,"Sandy",2025-07-16 10:25:00,"Sunny",NA,0,0,NA,220.524873221001,1741.06263130931,1738.07490007139,0.0115069839620712,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,10.46,95.3,117.5,159.7,8.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,1,0,0,0,0,0,0,1,0,0.25,0,0,0,0,0,188.75,1,0,1.5,0,0,0,0,0,755,4,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,208.75,4,NA,6,NA,NA,NA,NA,NA,0,4,NA,1,NA,NA,NA,NA,NA,755,4,NA,6,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,80,4,NA,6,NA,NA,NA,NA,NA,495,4,NA,6,NA,NA,NA,NA,NA,2,1,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.022673179342401,6,"6_2",2025-07-16,"10:25:00",2025,"Jul",16,"Winter",1752661500,"2 Winter","Sandy",0
9,7,"2","9_2","7_2","Rotoiti","Reef",54730,-38.0400700989088,176.368333417899,150,"Sandy",2025-07-16 12:03:00,"Sunny",NA,0,0,NA,130.678248479696,334.104864132139,332.37012426407,0.0601738800810806,1920,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11.45,108.6,121.1,157.1,5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,0,13,2,0,0,0,0,4.5,1.5,0,3.25,0.5,0,0,0,0,215,1.5,0,13.5,17.75,0,0,0,0,860,6,NA,54,71,NA,NA,NA,NA,NA,NA,NA,90.0416666666667,38,NA,NA,NA,NA,222.5,6,NA,7.29166666666667,35.5,NA,NA,NA,NA,18,6,NA,13,2,NA,NA,NA,NA,860,6,NA,54,71,NA,NA,NA,NA,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,50,35,NA,NA,NA,NA,NA,NA,NA,110,41,NA,NA,NA,NA,30,6,NA,1,30,NA,NA,NA,NA,588,6,NA,13,41,NA,NA,NA,NA,4,15,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0382619147269706,7,"7_2",2025-07-16,"12:03:00",2025,"Jul",16,"Winter",1752667380,"2 Winter","Sandy",0
10,8,"2","10_2","8_2","Rotoiti","Control",54730,-38.0399884269911,176.367640974845,150,"Sandy",2025-07-16 12:00:00,"Windy waves",NA,0,0,NA,69.5081840126718,381.61439291614,380.359464057203,0.0525818387339829,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6,10.32,101.4,224.1,280,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,1,0,0,0,0,0,2.75,0,0,0.25,0,0,0,0,0,187,0,0,8.75,0,0,0,0,0,748,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,192.5,NA,NA,35,NA,NA,NA,NA,NA,11,NA,NA,1,NA,NA,NA,NA,NA,748,NA,NA,35,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,22,NA,NA,35,NA,NA,NA,NA,NA,557,NA,NA,35,NA,NA,NA,NA,NA,2,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0719339754163116,8,"8_2",2025-07-16,"12:00:00",2025,"Jul",16,"Winter",1752667200,"2 Winter","Sandy",0
11,9,"2","11_2","9_2","Rotoiti","Reef",54730,-38.0149838,176.4133799,150,"Sandy",2025-07-16 09:46:00,"Very windy big waves",NA,0,0,NA,168.339491020125,259.826404337621,256.267203593034,0.0780435409587606,3010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,9.69,89.8,109.7,146.2,8.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,0,6,50,1,0,0,0,4.25,1.25,0,1.5,12.5,0.25,0,0,0,314.25,1.25,0,37.25,188,44,0,0,0,1257,5,NA,149,752,176,NA,NA,NA,NA,NA,NA,135.5,26.9950166112957,255,NA,NA,NA,314.25,5,NA,24.8333333333333,17.2956810631229,176,NA,NA,NA,17,5,NA,6,50,1,NA,NA,NA,1257,5,NA,149,752,176,NA,NA,NA,4,4,NA,4,4,4,NA,NA,NA,NA,NA,NA,105,14,255,NA,NA,NA,NA,NA,NA,173,41,255,NA,NA,NA,17,5,NA,10,3,176,NA,NA,NA,559,5,NA,64,50,176,NA,NA,NA,5,57,1,0,0,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0.029701883792688,9,"9_2",2025-07-16,"09:46:00",2025,"Jul",16,"Winter",1752659160,"2 Winter","Sandy",0
12,10,"2","12_2","10_2","Rotoiti","Control",54730,-38.0149894250948,176.414205051426,150,"Rocky",2025-07-16 09:50:00,"Very windy big waves",NA,0,0,NA,138.622117701376,221.365381729161,219.146731835821,0.0912630539020928,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,9.95,92.1,113.3,151.3,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,0,19,0,1,0,0,0.75,1.25,0,0,4.75,0,0.25,0,0,146,1.25,0,0,95.5,0,148.75,0,0,584,5,NA,NA,382,NA,595,NA,NA,NA,NA,NA,NA,27.7619047619048,NA,330,NA,NA,147.5,5,NA,NA,22.5535714285714,NA,595,NA,NA,3,5,NA,NA,19,NA,1,NA,NA,584,5,NA,NA,382,NA,595,NA,NA,4,4,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,13,NA,330,NA,NA,NA,NA,NA,NA,41,NA,330,NA,NA,6,5,NA,NA,2,NA,595,NA,NA,439,5,NA,NA,51,NA,595,NA,NA,4,20,1,0,0,1,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,0.0360692801618509,10,"10_2",2025-07-16,"09:50:00",2025,"Jul",16,"Winter",1752659400,"2 Winter","Sandy",0
13,11,"2","13_2","11_2","Rotoiti","Reference",54730,-38.0276056022708,176.40494378912,150,"Rocky",2025-07-31 12:00:00,"Sunny",4.7,0,0,NA,38.942244562325,121.850769016352,119.249019758657,0.167716263332622,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,10.24,95.4,114.4,151.7,6.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,5,0,0,1,0,0,0.5,0,0.75,1.25,0,0,0.25,0,0,159.75,18.5,14,25,0,0,17.5,0,0,639,74,56,100,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,160.25,74,56,100,NA,NA,70,NA,NA,2,0,3,5,NA,NA,1,NA,NA,639,74,56,100,NA,NA,70,NA,NA,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,2,74,56,100,NA,NA,70,NA,NA,513,74,56,100,NA,NA,70,NA,NA,4,9,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,NA,0.128395269871971,11,"11_2",2025-07-31,"12:00:00",2025,"Jul",31,"Winter",1753963200,"2 Winter","Sandy",0
14,12,"2","14_2","12_2","Rotoiti","Reference",54730,-38.027783,176.4042814,150,"Rocky",2025-07-31 11:50:00,"Sunny",4.7,0,0,NA,70.9186341457602,162.050124796368,160.734632833987,0.124428691237045,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,10.24,95.4,114.4,151.7,6.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,1,29,2,0,2,0,0,3,0,0.25,7.25,0.5,0,0.5,0,0,1403.25,0,4.75,112.5,9.5,0,64,0,0,5613,NA,19,450,38,NA,256,NA,NA,NA,NA,NA,NA,29,NA,210,NA,NA,240.75,NA,19,64.2857142857143,19,NA,128,NA,NA,12,NA,1,29,2,NA,2,NA,NA,5613,NA,19,450,38,NA,256,NA,NA,4,NA,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,23,NA,210,NA,NA,NA,NA,NA,NA,35,NA,210,NA,NA,15,NA,19,8,7,NA,128,NA,NA,608,NA,19,200,31,NA,128,NA,NA,5,34,1,0,1,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,0.0705033318848671,12,"12_2",2025-07-31,"11:50:00",2025,"Jul",31,"Winter",1753962600,"2 Winter","Sandy",0
15,13,"2","15_2","13_2","Rotoiti","Reference",54730,-38.0401949,176.3586787,150,"Sandy",2025-07-31 10:30:00,"Sunny",4.7,0,0,NA,63.3350158193617,218.544411001867,218.384482858113,0.0915815983729679,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,10.42,96.4,126.2,168.5,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,1,0,1,0,0,0,0,3.5,0,0.25,0,0.25,0,0,0,0,709.25,63.75,12.5,0,6.25,0,0,0,0,2837,255,50,NA,25,NA,NA,NA,NA,NA,NA,90,NA,33,NA,NA,NA,NA,292.5,255,50,NA,25,NA,NA,NA,NA,14,0,1,NA,1,NA,NA,NA,NA,2837,255,50,NA,25,NA,NA,NA,NA,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,90,NA,33,NA,NA,NA,NA,NA,NA,90,NA,33,NA,NA,NA,NA,22,255,50,NA,25,NA,NA,NA,NA,630,255,50,NA,25,NA,NA,NA,NA,3,2,1,0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0789452711950138,13,"13_2",2025-07-31,"10:30:00",2025,"Jul",31,"Winter",1753957800,"2 Winter","Sandy",0
16,14,"2","16_2","14_2","Rotoiti","Reference",54730,-38.0398114,176.3581623,150,"Sandy",2025-07-31 10:40:00,"Sunny",4.7,0,0,"1 Fyke had big hole in the top where it was repaired, the other fyke entrance was closed.",59.880478669367,183.129609879407,182.742768352052,0.109443455302539,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,10.42,96.4,126.2,168.5,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,1,2,0,0,0,0,0,1.66666666666667,2,0.333333333333333,0.666666666666667,0,0,0,0,0,575.666666666667,2,14.3333333333333,7,0,0,0,0,0,1727,6,43,21,NA,NA,NA,NA,NA,NA,NA,120,92.5,NA,NA,NA,NA,NA,289.833333333333,6,43,10.5,NA,NA,NA,NA,NA,5,6,1,2,NA,NA,NA,NA,NA,1727,6,43,21,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,120,85,NA,NA,NA,NA,NA,NA,NA,120,100,NA,NA,NA,NA,NA,6,6,43,8,NA,NA,NA,NA,NA,635,6,43,13,NA,NA,NA,NA,NA,4,3,1,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.083499666520833,14,"14_2",2025-07-31,"10:40:00",2025,"Jul",31,"Winter",1753958400,"2 Winter","Sandy",0
17,15,"2","17_2","15_2","Rotoiti","Reference",54730,-38.0354320054637,176.345087343881,150,"Rocky",2025-07-31 10:15:00,"Sunny",4.7,0,0,NA,57.9411293181277,639.033952746429,638.656123016178,0.0313157570705595,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,10.2,93.9,114.9,154.3,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,18,4,0,0,0,0,3.75,0,0,4.5,1,0,0,0,0,307.5,97,0,60.5,23.5,0,0,0,0,1230,388,NA,242,94,NA,NA,NA,NA,NA,NA,NA,145,31.25,NA,NA,NA,NA,210.666666666667,194,NA,60.5,23.5,NA,NA,NA,NA,15,0,NA,18,4,NA,NA,NA,NA,1230,388,NA,242,94,NA,NA,NA,NA,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,145,23,NA,NA,NA,NA,NA,NA,NA,145,39,NA,NA,NA,NA,17,66,NA,5,13,NA,NA,NA,NA,625,322,NA,204,33,NA,NA,NA,NA,3,22,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0862944864700053,15,"15_2",2025-07-31,"10:15:00",2025,"Jul",31,"Winter",1753956900,"2 Winter","Sandy",0
18,16,"2","18_2","16_2","Rotoiti","Reference",54730,-38.035946522854,176.345727107707,150,"Rocky",2025-07-31 10:00:00,"Sunny",4.7,0,0,NA,27.586278169075,565.618637286375,565.447481720974,0.0353702167690778,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,10.26,94.8,115.7,154.8,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,68,25,0,0,0,0,0,0,0,272,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,100,NA,NA,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,272,100,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,100,NA,NA,NA,NA,NA,NA,NA,262,100,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.181249531718459,16,"16_2",2025-07-31,"10:00:00",2025,"Jul",31,"Winter",1753956000,"2 Winter","Sandy",0
19,17,"2","19_2","17_2","Rotoiti","Reference",54730,-38.0174132,176.3755268,150,"Rocky",2025-07-31 11:00:00,"Sunny",4.7,0,0,NA,13.9155980353024,411.557104130868,410.694566686954,0.0486979902396535,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,10.02,98.6,115.3,152.3,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,11,4,8,0,0,0,0,4.5,0,2.75,1,2,0,0,0,0,139.75,6.25,97.75,23.75,39.5,0,0,0,0,559,25,391,95,158,NA,NA,NA,NA,NA,NA,109.909090909091,120,24.8571428571429,NA,NA,NA,NA,279.5,25,35.5454545454545,23.75,13,NA,NA,NA,NA,18,0,11,4,8,NA,NA,NA,NA,559,25,391,95,158,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA,NA,88,80,12,NA,NA,NA,NA,NA,NA,163,180,37,NA,NA,NA,NA,7,25,13,4,2,NA,NA,NA,NA,552,25,99,71,39,NA,NA,NA,NA,4,23,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.359309027705136,17,"17_2",2025-07-31,"11:00:00",2025,"Jul",31,"Winter",1753959600,"2 Winter","Sandy",0
20,18,"2","20_2","18_2","Rotoiti","Reference",54730,-38.0172588,176.3757789,150,"Rocky",2025-07-31 11:10:00,"Sunny",4.7,0,0,NA,10.2582815366794,393.995431341253,393.146305968451,0.0508716467543382,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,10.02,98.6,115.3,152.3,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,0,0,0,3,0,0,0.25,0.25,2.25,0,0,0,0.75,0,0,24,0.25,106.5,0,0,0,317.75,0,0,96,1,426,NA,NA,NA,1271,NA,NA,NA,NA,123.111111111111,NA,NA,NA,288.333333333333,NA,NA,48,1,47.3333333333333,NA,NA,NA,423.666666666667,NA,NA,1,1,9,NA,NA,NA,3,NA,NA,96,1,426,NA,NA,NA,1271,NA,NA,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,94,NA,NA,NA,180,NA,NA,NA,NA,205,NA,NA,NA,355,NA,NA,1,1,13,NA,NA,NA,71,NA,NA,95,1,195,NA,NA,NA,600,NA,NA,4,12,1,0,1,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0.487411071934617,18,"18_2",2025-07-31,"11:10:00",2025,"Jul",31,"Winter",1753960200,"2 Winter","Sandy",0
21,19,"2","21_2","19_2","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-07-31 11:20:00,"Sunny",4.7,0,0,"Both Fyke lose wind from south started in the middle of the night",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,9.93,92.6,116.3,153.8,6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,81,24,0,0,0,0,0.25,0,0,20.25,6,0,0,0,0,207.75,86.75,0,279.5,94,0,0,0,0,831,347,NA,1118,376,NA,NA,NA,NA,NA,NA,NA,163.75,27.1214285714286,NA,NA,NA,NA,138.833333333333,173.5,NA,86,15.7,NA,NA,NA,NA,1,0,NA,81,24,NA,NA,NA,NA,831,347,NA,1118,376,NA,NA,NA,NA,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,80,18,NA,NA,NA,NA,NA,NA,NA,200,40,NA,NA,NA,NA,1,117,NA,3,6,NA,NA,NA,NA,480,230,NA,180,44,NA,NA,NA,NA,3,105,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0350396122081481,19,"19_2",2025-07-31,"11:20:00",2025,"Jul",31,"Winter",1753960800,"2 Winter","Sandy",0
22,20,"2","22_2","20_2","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-07-31 11:30:00,"Sunny",4.7,0,0,"Both Fyke lose wind from south started in the middle of the night",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,9.93,92.6,116.3,153.8,6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8,12,0,0,0,0,0,0,0,2,3,0,0,0,0,48.25,45,0,20,58.75,0,0,0,0,193,180,NA,80,235,NA,NA,NA,NA,NA,NA,NA,NA,26.7222222222222,NA,NA,NA,NA,193,180,NA,80,15.5,NA,NA,NA,NA,0,0,NA,8,12,NA,NA,NA,NA,193,180,NA,80,235,NA,NA,NA,NA,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,193,180,NA,80,3,NA,NA,NA,NA,193,180,NA,80,50,NA,NA,NA,NA,2,20,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0443844561751221,20,"20_2",2025-07-31,"11:30:00",2025,"Jul",31,"Winter",1753961400,"2 Winter","Sandy",0
3,1,"3","3_3","1_3","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-10-21 12:58:00,"Windy waves",NA,0,0,"Both Fyke and boxes lose and wased to shore due to heavy wind",82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,10.66,107.3,116.9,142.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0602490197369712,1,"1_3",2025-10-21,"12:58:00",2025,"Oct",21,"Spring",1761051480,"3 Spring","Sandy",0
